2.000000	1.691442
2.250000	1.737169
2.500000	1.492940
2.750000	1.545919
3.000000	1.708236
3.250000	1.749099
3.500000	1.929042
3.750000	2.024318
4.000000	2.157610
4.250000	2.234892
4.500000	2.327500
4.750000	2.405433
5.000000	2.477181
5.250000	0.940396
5.500000	0.925907
5.750000	0.926998
6.000000	0.939853
6.250000	0.940764
6.500000	0.938131
6.750000	0.925387
7.000000	0.928632
7.250000	0.941293
7.500000	0.927101
7.750000	0.932832
8.000000	0.931092
8.250000	0.937138
8.500000	0.929500
8.750000	0.920023
9.000000	0.925842
9.250000	0.927705
9.500000	0.913862
9.750000	0.872840
10.000000	0.611404
10.250000	0.520822
10.500000	0.440460
10.750000	0.402202
11.000000	0.394817
11.250000	0.393951
11.500000	0.393810
11.750000	0.391492
12.000000	0.389859
12.250000	0.391310
12.500000	0.389561
12.750000	0.390256
13.000000	0.387001
13.250000	0.389932
13.500000	0.382381
13.750000	0.349882
14.000000	0.371490
14.250000	0.348259
14.500000	0.225947
14.750000	0.208392
15.000000	0.164336
15.250000	0.151751
15.500000	0.143986
15.750000	0.142218
16.000000	0.132928
